County,State,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Income.Median Houseold Income,Income.Per Capita Income,Income.Persons Below Poverty Level,Population.2010 Population,Population.2014 Population,Population.Population Percent Change,Population.Population per Square Mile
Bladen ,NC,18.7,21.6,5.1,30164,19154,25.8,35190,34657,-1.5,40.2
Brunswick ,NC,27,17.2,4.5,46438,26839,16.6,107431,118836,10.6,126.8
Buncombe ,NC,18.1,19.4,5.3,44713,26159,17.1,238318,250539,5.1,362.9
Burke ,NC,18.4,19.9,4.8,37263,19701,20,90912,89486,-1.6,179.3
Cabarrus ,NC,12.5,26.2,6.3,53551,25247,13.2,178011,192103,7.8,492.1
Caldwell ,NC,17.8,21.1,5.1,34357,19228,19.5,83029,81484,-1.9,176.1
Camden ,NC,14.9,23.9,4.5,56607,25620,6,9980,10331,3.5,41.5
Carteret ,NC,21.8,18.4,4.5,46534,27496,14.4,66469,68811,3.5,131.3
Caswell ,NC,19.6,19,4.7,35315,17975,22.6,23719,23082,-2.7,55.8
Catawba ,NC,16.2,23,5.7,44332,23232,15.2,154358,154534,0.1,387.1
Chatham ,NC,23.6,20.3,4.8,57091,31175,12.4,63505,68698,8.2,93.1
Cherokee ,NC,26.7,17.9,4.4,34432,18340,17.9,27444,27141,-1.1,60.3
Chowan ,NC,22.4,21.1,5.4,34420,19240,29,14793,14572,-1.5,85.8
Clay ,NC,28.2,17.8,4.3,38828,22081,24.3,10587,10581,-0.1,49.3
Cleveland ,NC,17.1,22.3,5.7,38989,20062,19.3,98078,97076,-1,211.3
Columbus ,NC,17.7,22.3,5.5,35761,19275,25,58098,56953,-2,62
Craven ,NC,17.1,22.5,7,47141,24260,16.6,103505,104510,1,146
Cumberland ,NC,10.8,25.8,8.2,45231,23067,17,319431,326328,2.2,489.7
Currituck ,NC,14.9,22.1,5.1,57159,25854,9.8,23547,24976,6.1,89.9
Dare ,NC,18.7,19.6,5.3,55481,30529,8.8,33920,35104,3.5,88.5
Davidson ,NC,16.8,22.7,5.3,43083,22549,16.3,162878,164072,0.7,294.7
Davie ,NC,19.3,21.9,5.1,50139,26319,13.4,41240,41434,0.5,156.2
Duplin ,NC,15.8,24.9,6.6,34433,17122,26.3,58505,59882,2.4,71.7
Durham ,NC,11.1,22,7,51853,29347,18.5,267587,294460,9.1,935.7
Edgecombe ,NC,16.9,23.2,6.4,33960,16971,25.2,56552,54933,-2.9,111.9
Forsyth ,NC,14.4,23.7,6.3,45724,26541,18.6,350670,365298,4.2,859.2
Franklin ,NC,15.2,23,5.6,41696,21399,16.1,60619,62860,3.7,123.3
Gaston ,NC,15.1,23.1,6.1,42017,22658,17.9,206086,211127,2.4,578.8
Gates ,NC,17.8,21.6,5,46592,21187,19.6,12197,11567,-5.1,35.8
Graham ,NC,22.3,21.2,5.4,33903,19780,21.1,8861,8644,-2.4,30.3
Granville ,NC,15.3,21.3,4.9,49852,22295,15.4,59916,58500,1.7,112.7
Greene ,NC,14.8,21.5,5.8,40853,18441,23.3,21362,21093,-1.3,80.3
Guilford ,NC,13.8,22.8,6.1,45431,26461,18.1,488406,512119,4.9,756.4
Halifax ,NC,18.3,21.9,5.5,32329,17937,27.4,54691,52970,-3.1,75.5
Harnett ,NC,11.2,27.2,7.5,44625,20310,17.2,114678,126666,10.5,192.7
Haywood ,NC,23.7,18.4,4.4,41557,24536,16.6,59036,59471,0.7,106.6
Henderson ,NC,24.5,19.7,4.9,44815,25670,14.1,106740,111149,4.1,286.1
Hertford ,NC,17.5,19.8,5.3,33406,17863,26,24669,24308,-1.4,69.9
Hoke ,NC,8.4,28.8,9.3,45489,18761,22.9,46952,51611,9.9,120.2
Hyde ,NC,17.7,18,4.4,42279,18408,25.6,5810,5676,-2.3,9.5
Iredell ,NC,14.6,23.9,5.6,50329,26467,13.8,159437,166675,4.5,277.8
Jackson ,NC,17.7,17.1,4.7,36951,21014,21.8,40271,40981,1.8,82.1
Johnston ,NC,12.3,26.4,6.5,49711,22410,17.2,168878,181423,7.4,213.4
Jones ,NC,21.7,19,4.5,36213,20105,16.7,10153,10076,-0.8,21.6
Lee ,NC,15,25.3,7,44819,21449,18.9,57866,59662,3.1,227
Lenoir ,NC,17.9,22.9,5.9,35770,19760,23.7,59495,58485,-1.7,148.5
Lincoln ,NC,15.9,21.9,5,48940,25550,15.6,78265,79829,2,262.7
McDowell ,NC,18.5,20.7,5.2,35297,18932,21.9,44996,44965,-0.1,102.1
Macon ,NC,26.4,18.9,4.9,37892,23213,21.3,33922,33875,-0.1,65.8
Madison ,NC,19.8,19.1,4.9,38598,19902,17.3,20764,21157,1.8,46.2
Martin ,NC,20.6,20.7,5.2,35111,18783,23.2,24505,23454,-4.3,53.1
Mecklenburg ,NC,10,24.6,7,55444,32482,15.4,919628,1012539,10.1,1755.5
Mitchell ,NC,23.4,18.6,4.6,37680,21404,18.3,15579,15311,-1.7,70.4
Montgomery ,NC,18.5,23.2,6.1,31830,18865,25.6,27798,27395,-1.4,56.5
Moore ,NC,23.8,21.2,5.4,49544,28913,15.6,88247,93077,5.5,126.5
Nash ,NC,16.4,22.9,5.8,43084,22880,17,95840,94357,-1.5,177.3
New Hanover ,NC,15.8,19.4,5.3,49835,29679,16.9,202667,216298,6.7,1058.1
Northampton ,NC,23,19,5.1,31433,17919,26.3,22099,20463,-7.4,41.2
Onslow ,NC,8.4,25.4,9.8,45450,21084,15.2,177772,187589,5.5,233.1
Orange ,NC,11.2,20.4,4.7,55569,34465,17.8,133801,140420,5,336.2
Pamlico ,NC,26,16.5,3.8,43853,23724,13.8,13144,12948,-1.5,39.1
Pasquotank ,NC,15.5,21.6,6.1,46053,22745,18.4,40661,39787,-2.1,179.2
Pender ,NC,17.1,22.5,5.5,44524,23526,19.3,52217,56250,7.8,60
Perquimans ,NC,24.3,20.3,4.7,43709,23809,20.2,13453,13466,0.1,54.4
Person ,NC,17.5,21.8,5.4,42317,21292,18,39464,39132,-0.8,100.6
Pitt ,NC,11.3,21.9,6.1,40718,23029,24.3,168148,175354,4.3,257.9
Polk ,NC,27.5,17.3,3.6,44745,24611,16.7,20510,20357,-0.7,86.3
Randolph ,NC,16.1,23.6,5.8,41208,20523,17.8,141752,142778,0.7,181.1
Richmond ,NC,16.1,23.6,6.2,32384,17236,25.9,46639,45733,-1.9,98.4
Robeson ,NC,13,25.9,7.2,29806,15343,31.7,134168,134760,0.4,141.3
Rockingham ,NC,18.4,21,5.1,38567,21102,17.9,93643,91696,-2.1,165.6
Rowan ,NC,16.3,22.8,5.6,41495,20912,18.8,138428,138630,0.1,270.7
Rutherford ,NC,19.5,21.4,5.3,36334,19551,21.5,67810,66600,-1.8,120.2
Sampson ,NC,16,24.7,6.5,36496,19479,22.8,63431,64050,1,67.1
Scotland ,NC,16.1,23.5,6.5,29592,15679,32.3,36157,35576,-1.6,113.4
Stanly ,NC,17.6,21.7,5.5,42518,20504,16.1,60585,60600,0,153.3
Stokes ,NC,19.1,20,4.5,42703,21311,15.8,47401,46419,-2.1,105.6
Surry ,NC,18.9,22.2,5.3,35641,20219,19.9,73673,72968,-1,138.4
Swain ,NC,18.5,22.7,6.3,36094,19626,27.2,13981,14274,2.1,26.5
Transylvania ,NC,28.5,16.4,3.9,41781,23757,14.3,33090,33045,-0.1,87.4
Tyrrell ,NC,19.4,18,5.4,34216,16658,20.8,4407,4115,-6.6,11.3
Union ,NC,11.3,28.6,6,65892,28894,9.4,201292,218568,8.6,318.7
Vance ,NC,16.4,24.1,6.7,34987,17905,28,45422,44614,-1.8,179.2
Wake ,NC,10,25,6.5,66006,33166,11,900993,998691,10.8,1078.8
Warren ,NC,21.5,18.9,4.7,34285,19052,26.2,20972,20231,-3.5,48.9
Washington ,NC,21.1,21.3,5.6,34936,18779,23.7,13228,12570,-4.9,38
Watauga ,NC,14.2,13.2,3.4,34293,21854,31.3,51079,52560,2.9,163.4
Wayne ,NC,14.5,24.1,6.8,41731,21557,22.1,122623,124456,1.5,221.7
Wilkes ,NC,19.9,21.2,4.9,33159,19029,22.7,69340,68838,-0.7,91.9
Wilson ,NC,16.3,23.7,6.2,39204,20972,23.2,81234,81401,0.2,220.6
Yadkin ,NC,18.3,21.9,5.4,40371,22726,18.5,38406,37792,-1.6,114.7
Yancey ,NC,23.5,19.3,4.9,38579,20257,20.1,17818,17614,-1.1,57
Adams ,ND,25.2,19.3,5.5,47798,31502,9.9,2343,2384,1.7,2.4
Barnes ,ND,20.2,20.4,5.4,50274,31721,9.3,11066,11144,0.7,7.4
Benson ,ND,12.2,34.2,10.2,36491,18162,35.8,6660,6833,2.6,4.8
Billings ,ND,17.8,19,5.8,57083,37972,8.4,783,901,15.1,0.7
Bottineau ,ND,21.3,21,6.3,51667,31969,11,6429,6650,3.4,3.9
Bowman ,ND,19.5,24.2,6.5,56964,32045,8.2,3151,3247,3,2.7
Burke ,ND,18,23.4,8,53693,32908,12.4,1968,2245,14.1,1.8
Burleigh ,ND,14.5,22.7,6.6,61811,32876,8.2,81308,90503,11.3,49.8
Cass ,ND,10.8,22.1,6.9,52590,30529,13,149778,167005,11.5,84.9
Cavalier ,ND,26.6,19.7,5.2,55904,32028,4.9,3993,3855,-3.5,2.7
Dickey ,ND,21.9,22.6,5.8,47359,24644,9.7,5289,5150,-2.6,4.7
Divide ,ND,23.1,20.9,5.8,55057,36303,8.4,2071,2432,17.4,1.6
Dunn ,ND,14.3,22.7,6.7,60500,33788,10.1,3536,4399,24.4,1.8
Eddy ,ND,23.8,22.2,5.5,44250,27323,13.8,2385,2377,-0.3,3.8
Emmons ,ND,27.6,20,4.4,38477,27690,14.9,3550,3422,-3.6,2.4
Foster ,ND,22,21.4,5.3,50677,33063,11.1,3343,3362,0.6,5.3
Golden Valley ,ND,18.5,23.6,5.9,36100,26113,12.4,1680,1825,8.6,1.7
Grand Forks ,ND,11.2,20.4,6.7,46745,27026,16,66861,70138,4.9,46.5
Grant ,ND,27.7,18.5,5.8,41694,28129,14.2,2394,2361,-1.4,1.4
Griggs ,ND,28.7,18.5,4.6,45542,27197,7,2420,2319,-4.2,3.4
Hettinger ,ND,22.9,22.7,6.4,47743,27910,10.7,2477,2660,7.4,2.2
Kidder ,ND,21,21.3,5.3,50000,28904,10.4,2435,2424,-0.5,1.8
LaMoure ,ND,25.5,21,5.3,53691,31989,8.7,4139,4149,0.2,3.6
Logan ,ND,27,21.3,5.4,49076,27887,10.1,1990,1944,-2.3,2
McHenry ,ND,19,23.2,6.3,45343,28331,14.2,5395,5988,11,2.9
McIntosh ,ND,31.3,19,5.5,36066,25427,13.8,2809,2801,-0.3,2.9
McKenzie ,ND,8.3,29.4,8,64866,33078,13.8,6360,10996,72.9,2.3
McLean ,ND,21.5,22,5.9,53565,30992,10.9,8962,9578,6.9,4.2
Mercer ,ND,17,22.3,6.4,66534,31767,7.3,8424,8746,3.8,8.1
Morton ,ND,14.9,23.3,6.8,60065,29389,8.5,27471,29822,8.6,14.3
Mountrail ,ND,10.8,25,8.3,68722,33803,12.3,7673,9782,27.5,4.2
Nelson ,ND,27.9,18.7,4.9,49839,30432,7.7,3126,3045,-2.6,3.2
Oliver ,ND,18.7,22.5,6.5,71250,32253,7.4,1846,1850,0.2,2.6
Pembina ,ND,21.6,20.7,5.2,49846,27817,8.7,7413,7128,-3.8,6.6
Pierce ,ND,22.8,22.1,6.3,42975,23491,14.3,4357,4404,1.1,4.3
Ramsey ,ND,18.4,22.4,6.5,48604,28081,12.1,11451,11564,1,9.6
Ransom ,ND,20.7,22.9,5.6,49788,26137,9.5,5457,5446,-0.2,6.3
Renville ,ND,18.9,22.4,6.6,60847,31178,7,2470,2587,4.7,2.8
Richland ,ND,15.8,21.4,5.4,53759,27713,11.8,16321,16432,0.7,11.4
Rolette ,ND,10.2,33.8,10.3,31336,15502,36,13937,14616,4.9,15.4
Sargent ,ND,19.8,21.1,5.4,53381,29950,7.4,3829,3931,2.7,4.5
Sheridan ,ND,29,17.1,4,43250,29219,13.7,1321,1326,0.4,1.4
Sioux ,ND,7.3,37.5,12.2,36111,15478,40.5,4153,4422,6.5,3.8
Slope ,ND,20.4,22.4,7.2,61667,30586,8.9,727,765,5.2,0.6
Stark ,ND,12.8,24.3,7.6,62559,31412,7.6,24199,30372,25.5,18.1
Steele ,ND,23.7,20.6,5.7,55735,31455,6.2,1975,1955,-1,2.8
Stutsman ,ND,17.6,20.4,5.6,50120,27351,12,21100,21129,0.1,9.5
Towner ,ND,23.5,21.7,6.7,55521,33357,7.5,2246,2310,2.8,2.2
Traill ,ND,19,22.3,6.4,48767,27098,10.7,8121,8082,-0.5,9.4
Walsh ,ND,21,22.6,6.4,48592,29072,10.6,11119,10970,-1.3,8.7
Ward ,ND,11.5,23.2,7.9,56580,28557,9.1,61675,69384,12.5,30.6
Wells ,ND,27.1,19.2,5.4,44132,29301,8.9,4207,4192,-0.4,3.3
Williams ,ND,9.4,25.5,8.3,76210,38738,8.6,22398,32130,43.5,10.8
Adams ,OH,16.6,24.5,6.1,35678,18235,22.7,28550,28129,-1.5,48.9
Allen ,OH,15.9,23.3,6.1,42823,22295,18.6,106331,105040,-1.2,264.2
Ashland ,OH,17.3,23.2,6,46548,21940,16.3,53139,53035,-0.2,125.6
Ashtabula ,OH,17.4,22.6,5.7,40516,20011,18.7,101497,99175,-2.3,144.6
Athens ,OH,11.4,15.6,4.3,33823,17019,31.7,64757,64713,-0.1,128.6
Auglaize ,OH,17,24.3,6.1,52239,25323,8.8,45949,45841,-0.2,114.5
Belmont ,OH,18.9,19.1,4.9,41534,22380,14.6,70400,69461,-1.3,132.3
Brown ,OH,16.7,23.5,5.8,44341,21206,14.1,44846,44116,-1.6,91.5
Butler ,OH,13.2,24.3,6.2,56610,26813,13.6,368130,374158,1.6,788.2
Carroll ,OH,19.3,21.5,4.8,43779,21783,15.5,28836,28187,-2.3,73.1
Champaign ,OH,16.6,23.4,5.9,49157,23358,13.4,40097,39128,-2.4,93.5
Clark ,OH,17.9,22.8,5.9,43136,22780,18.6,138333,136554,-1.3,348
Clermont ,OH,14,24.2,6,60365,28761,10.2,197363,201560,2.1,436.5
Clinton ,OH,15.2,24,6.4,46048,22026,16.5,42040,41835,-0.5,102.9
Columbiana ,OH,18.3,20.9,5.3,42300,21575,16.9,107841,105686,-2,202.7
Coshocton ,OH,17.9,23.5,6,41274,20526,16.9,36901,36516,-1,65.4
Crawford ,OH,19.5,22,5.5,40783,21478,16.6,43784,42480,-3,109
Cuyahoga ,OH,16.4,21.5,5.8,43804,27423,18.3,1280122,1259828,-1.6,2800
Darke ,OH,18.6,24.2,5.9,43425,22511,13.7,52959,52196,-1.4,88.5
Defiance ,OH,16.8,23.5,5.8,47593,22739,13.9,39037,38510,-1.3,94.9
Delaware ,OH,11.5,27.6,6.1,89757,40189,4.9,174214,189113,8.6,393.2
Erie ,OH,19.7,21,5.2,46498,26135,13.3,77079,75828,-1.6,306.4
Fairfield ,OH,14.4,24.5,5.6,58786,27031,11.9,146156,150381,2.9,289.8
Fayette ,OH,16.5,24,6.4,37619,20603,20.1,29030,28800,-0.8,71.4
Franklin ,OH,10.9,23.7,7.2,50877,28283,18.1,1163414,1231393,5.8,2186.1
Fulton ,OH,16.2,24.2,5.9,52856,24771,11.4,42698,42580,-0.3,105.3
Gallia ,OH,17.4,23,6.1,39226,21168,17.7,30934,30397,-1.7,66.3
Geauga ,OH,18,24.1,5.1,67663,34455,8.1,93389,94295,0.9,233.4
Greene ,OH,15.6,20.7,5.5,58080,30040,13.9,161573,163820,1.4,390.5
Guernsey ,OH,17.5,22.8,5.9,38841,20537,20.3,40087,39590,-1.2,76.8
Hamilton ,OH,14.2,23.3,6.6,48593,29681,18,802374,806631,0.5,1976.7
Hancock ,OH,16,22.7,6.1,49589,26139,14,74782,75337,0.7,140.7
Hardin ,OH,14.7,23.3,5.9,40415,19626,18.1,32058,31796,-0.8,68.1
Harrison ,OH,19.6,21,5.2,39002,21029,18.4,15864,15543,-2,39.4
Henry ,OH,17.6,23.9,6.2,49439,23347,13.5,28215,27937,-1,67.8
Highland ,OH,17.1,24.2,6,39091,19348,19.5,43589,43045,-1.2,78.8
Hocking ,OH,17.1,23.2,5.6,42089,21037,15.9,29380,28725,-2.2,69.7
Holmes ,OH,12.5,33.2,9.1,45477,17177,15.8,42366,43898,3.6,100.3
Huron ,OH,15.5,24.7,6.1,49404,22257,13.5,59626,58714,-1.5,121.3
Jackson ,OH,15.7,24.1,6.2,36356,19405,24.6,33225,32748,-1.4,79
Jefferson ,OH,19.5,19.5,4.8,40577,22324,16.6,69709,67694,-2.9,170.7
Knox ,OH,16.3,23.3,6.2,49750,23878,14.2,60921,61167,0.4,115.9
Lake ,OH,18,20.9,5,56018,29132,9.2,230041,229230,-0.4,1011.2
Lawrence ,OH,17.1,22.4,5.6,41552,21365,18.3,62450,61623,-1.3,137.7
Licking ,OH,15.2,23.7,6,55114,26716,12,166492,169390,1.7,243.9
Logan ,OH,16.5,24,6,47542,22878,15.9,45858,45507,-0.8,100
Lorain ,OH,16.3,22.8,5.6,51816,26030,14.6,301356,304216,0.9,613.6
Lucas ,OH,14.6,23.2,6.4,41556,23885,20.8,441815,435286,-1.5,1296.2
Madison ,OH,13.9,21.3,5.2,54956,24014,11,43435,43918,1.1,93.2
Mahoning ,OH,19.1,20.5,5.1,41058,23975,17.6,238823,233204,-2.4,580.2
Marion ,OH,15.9,21.2,5.8,42572,20624,18.5,66501,65720,-1.2,164.7
Medina ,OH,15.5,23.5,5.3,65951,30707,7.4,172332,176029,2.1,409
Meigs ,OH,18,21.7,5.4,35469,18816,21.9,23770,23331,-1.9,55.3
Mercer ,OH,16.8,25.4,6.5,52535,24157,9.4,40814,40831,0,88.3
Miami ,OH,17.3,23.2,5.7,52040,25369,13,102506,103900,1.4,252.1
Monroe ,OH,21.7,20.9,5.4,40573,21487,19,14642,14465,-1.2,32.1
Montgomery ,OH,16.6,22.5,6.2,43401,24997,17.7,535153,533116,-0.4,1159.5
Morgan ,OH,19.7,21.8,5.1,37865,21027,20.2,15054,14843,-1.4,36.2
Morrow ,OH,15.8,24.2,5.8,51484,22228,13.6,34827,35152,0.9,85.8
Muskingum ,OH,16.7,23.3,6,40524,20775,18.1,86074,85818,-0.3,129.5
Noble ,OH,23.8,18.2,4.7,38290,18853,15.2,14645,14363,-1.9,36.8
Ottawa ,OH,22.1,19.6,4.4,53202,27979,11,41428,41154,-0.7,162.5
Paulding ,OH,17,23.9,5.7,44861,22714,13.7,19614,18989,-3.2,47.1
Perry ,OH,15,24.2,5.9,41446,19372,19.6,36058,35812,-0.7,88.4
Pickaway ,OH,14.5,22.1,5.5,54003,23851,13.3,55698,56876,2.1,111.1
Pike ,OH,16.2,23.9,5.9,42165,20071,23.5,28709,28256,-1.6,65.2
Portage ,OH,14.7,19.3,4.4,52697,25332,16.1,161419,161882,0.3,331.2
Preble ,OH,17.2,23.4,5.5,48405,23374,12.2,42270,41586,-1.6,99.7
Putnam ,OH,15.5,25.7,6.7,61192,25481,6.9,34499,34171,-1,71.5
Richland ,OH,18.1,21.8,5.7,41835,21932,15.7,124475,121942,-2,251.3
Ross ,OH,15.2,21.7,5.4,43264,21310,19.7,78064,77159,-1.2,113.3
Sandusky ,OH,16.9,23.3,5.9,46140,22799,14.3,60944,60179,-1.3,149.2
Scioto ,OH,16.8,22,5.7,35379,19437,23.3,79499,77258,-2.8,130.3
Seneca ,OH,16.3,22.3,5.1,43764,22075,15.5,56745,55669,-1.9,103
Shelby ,OH,14.8,26,6.4,50427,24028,11.4,49423,48951,-1,121.2
Stark ,OH,17.7,21.9,5.5,45641,24453,15,375586,375736,0,652.9
Summit ,OH,16.2,21.7,5.7,49669,27818,15.4,541781,541943,0,1312.6
Trumbull ,OH,19.4,21,5.2,42880,22568,17.4,210312,205175,-2.4,340.1
Tuscarawas ,OH,17.9,22.9,5.9,43739,21966,14.6,92582,92788,0.2,163.1
Union ,OH,11.3,25.4,5.8,65086,28852,7.8,52300,53776,2.9,121.1
Van Wert ,OH,18,23.5,5.9,45355,22790,12.5,28744,28462,-1,70.3
Vinton ,OH,15.4,23.3,5.6,36705,18101,20.6,13435,13234,-1.5,32.6
Warren ,OH,13,25.9,5.9,72487,33172,6.3,212693,221659,4.1,530
Washington ,OH,19.3,20.1,5,42834,23496,15.3,61778,61213,-0.9,97.8
Wayne ,OH,16.2,24.6,6.5,49135,23061,12.4,114520,115537,0.9,206.4
Williams ,OH,17.4,23.1,5.8,43089,21350,13.7,37642,37291,-0.9,89.4
Wood ,OH,13.9,20.7,5.4,52069,26326,14.7,125488,129590,3.3,203.3
Wyandot ,OH,17.9,23.4,6,44448,22382,11.1,22615,22353,-1.2,55.6
Adair ,OK,14.5,26.8,6.8,32556,15116,26.4,22683,22186,-2.2,39.6
Alfalfa ,OK,17.8,19.6,5.4,44811,22488,12.8,5642,5790,2.6,6.5
Atoka ,OK,18,22.3,5.6,37012,17842,21.8,14182,13796,-2.7,14.5
Beaver ,OK,17.2,25.3,5.5,51422,26109,9.9,5636,5486,-2.7,3.1
Beckham ,OK,12.3,25.4,8,48989,23959,15.1,22119,23691,7.1,24.5
Blaine ,OK,17.8,26.4,8.2,44206,20242,15,11943,9917,-17,12.9
Bryan ,OK,16.9,23.7,6.8,38897,20524,18.4,42416,44486,4.9,46.9
Caddo ,OK,15.6,24.9,6.7,39267,17858,20.6,29600,29317,-1,23.2
Canadian ,OK,12,26.5,6.8,63629,27552,7,115541,129582,12.2,128.9
Carter ,OK,15.6,25.5,6.9,41401,21476,16.3,47557,48821,2.3,57.8
Cherokee ,OK,15.1,23.1,6.1,37260,18582,22.8,46987,48341,2.9,62.7
Choctaw ,OK,19.4,24.5,6.2,30201,17739,27.1,15205,15161,-0.3,19.7
Cimarron ,OK,22.4,24.1,5.9,38301,23514,20,2475,2294,-7.3,1.3
Cleveland ,OK,11.9,22.3,5.9,54989,26920,12.9,255755,269908,5.5,474.7
Coal ,OK,20.4,23.9,5.7,34867,19752,21.6,5925,5807,-2,11.5
Comanche ,OK,11,24.2,7.4,46036,22363,17.3,124098,125033,0.8,116.1
Cotton ,OK,18.2,23.9,5.9,46317,21452,14.7,6193,6150,-0.7,9.8
Craig ,OK,18.7,21.9,5.4,39236,19820,17.8,15029,14582,-2.9,19.7
Creek ,OK,16.9,24.2,6.2,43026,22327,14.7,69967,70632,1,73.6
Custer ,OK,13.1,24.6,7.6,44972,23261,19.1,27469,29500,7.4,27.8
Delaware ,OK,23,21.3,4.8,36588,21109,21.2,41487,41446,-0.1,56.2
Dewey ,OK,19.4,26.1,6.8,46488,24860,14.2,4810,4914,2.2,4.8
Ellis ,OK,20.2,23.3,5.4,47344,27183,16,4151,4150,0,3.4
Garfield ,OK,15.2,25.7,7.4,44530,24177,13.9,60580,63091,4.1,57.2
Garvin ,OK,17.1,24.9,6.7,38245,21285,19.1,27576,27561,-0.1,34.4
Grady ,OK,14.9,24.4,6,49637,23500,13.9,52431,53854,2.7,47.6
Grant ,OK,20.6,23.8,6.1,46625,27469,8.8,4527,4501,-0.6,4.5
Greer ,OK,18.2,19.9,5.2,39900,17969,9.9,6239,6151,-1.4,9.8
Harmon ,OK,19.4,24.8,7.5,26688,18582,28.8,2922,2798,-4.2,5.4
Harper ,OK,17.8,25.5,7.2,46117,22675,14.9,3685,3812,3.4,3.5
Haskell ,OK,19.8,24.2,6,35334,18896,17.4,12769,12896,1,22.1
Hughes ,OK,18.8,21.6,4.9,34619,18268,21.1,14003,13806,-1.4,17.4
Jackson ,OK,13.7,25.7,8.3,42824,22925,16.5,26446,25998,-1.7,32.9
Jefferson ,OK,19.5,24.2,6.5,34701,19042,20.7,6472,6292,-2.8,8.5
Johnston ,OK,17.8,23.5,6.2,36192,19967,22.1,10957,11103,1.3,17
Kay ,OK,18.1,25.1,7.1,41012,22207,18.2,46562,45478,-2.3,50.6
Kingfisher ,OK,15.1,27.1,7.4,54666,25773,8.3,15034,15532,3.3,16.7
Kiowa ,OK,18.9,23.9,6.5,36281,23576,22.6,9446,9336,-1.2,9.3
Latimer ,OK,19.3,22.6,6.2,40970,22603,16.8,11154,10693,-4.1,15.4
Le Flore ,OK,16.9,24,6.1,36542,18141,22.2,50384,49761,-1.2,31.7
Lincoln ,OK,17,24.6,5.9,42668,21888,15.9,34273,34619,1,36
Logan ,OK,15,23.7,5.8,53591,25620,13.1,41848,45276,8.2,56.3
Love ,OK,18.3,25.2,6.7,43260,19910,16.6,9423,9773,3.7,18.3
McClain ,OK,14.7,25.8,6.3,54426,25293,11.6,34506,37313,8.1,60.5
McCurtain ,OK,17,25.7,7.3,31790,17615,26.1,33151,33050,-0.3,17.9
McIntosh ,OK,24.6,20.2,5,36096,19100,20.7,20252,20088,-0.8,32.7
Major ,OK,18.7,25,7.4,49905,27168,12.6,7527,7750,3,7.9
Marshall ,OK,20.8,23.9,6.4,37319,19583,17.3,15840,16182,2.2,42.7
Mayes ,OK,17.1,24.3,6.4,42751,20585,19.7,41259,40816,-1.1,63
Murray ,OK,19.1,23.5,5.8,44151,21870,14.5,13488,13803,2.3,32.4
Muskogee ,OK,16,24.5,7,38502,19868,22.9,70990,69966,-1.4,87.6
Noble ,OK,17.6,24.2,5.6,44842,21947,14.1,11561,11494,-0.6,15.8
Nowata ,OK,18.9,23.4,5.9,39430,19256,16.6,10536,10524,-0.1,18.6
Okfuskee ,OK,17,23.5,6.8,35170,16528,28.4,12191,12186,0,19.7
Oklahoma ,OK,12.5,25.6,7.8,45215,26561,18.5,718633,766215,6.6,1013.8
Okmulgee ,OK,17.3,23.8,6.1,39156,19753,19.5,40069,39095,-2.4,57.5
Osage ,OK,18.5,22.8,5.2,44195,22353,14.5,47472,47981,1.1,21.1
Ottawa ,OK,18.1,24.9,6.9,36473,18331,22,31848,32105,0.8,67.6
Pawnee ,OK,18.1,24.2,6.2,44375,21220,14.1,16577,16401,-1.1,29.2
Payne ,OK,11.1,19.4,5.7,36812,20868,25.7,77350,80264,3.8,113
Pittsburg ,OK,18.1,22.2,6.3,41252,21966,18.5,45837,44626,-2.6,35.1
Pontotoc ,OK,15.7,23.8,7,41881,22381,18.8,37492,38005,1.4,52
Pottawatomie ,OK,15.6,24.3,6.7,42764,20937,18.6,69442,71811,3.4,88.2
Pushmataha ,OK,22.2,21.6,5.6,29897,18542,26.5,11572,11125,-3.9,8.3
Roger Mills ,OK,18.3,25.7,6.6,53885,27326,13.2,3647,3761,3.1,3.2
Rogers ,OK,15.4,24.5,5.7,58525,27365,9.3,86905,89815,3.3,128.6
Seminole ,OK,17,25.5,6.5,33819,18321,22.9,25482,25421,-0.2,40.3
Sequoyah ,OK,16.9,24.1,5.8,35742,18131,21.4,42391,41358,-2.5,63
Stephens ,OK,18,23.8,6.4,43885,23038,14.6,45048,44493,-1.2,51.8
Texas ,OK,10.5,27.6,8.1,49901,22064,12.8,20640,21853,5.9,10.1
Tillman ,OK,18.2,24.4,6.2,36354,18035,20.2,7992,7628,-4.6,9.2
Tulsa ,OK,13,25.6,7.4,48181,27676,15.9,603403,629598,4.3,1058.1
Wagoner ,OK,14.9,25.1,6.2,55723,24874,11.2,73085,75702,3.6,130.1
Washington ,OK,18.6,23.7,6.4,48687,27053,14.8,50976,51937,1.9,122.7
Washita ,OK,16.5,25.8,6.7,46686,23811,16.3,11629,11547,-0.7,11.6
Woods ,OK,16.1,20.3,5.9,51619,26022,15.4,8878,9288,4.6,6.9
Woodward ,OK,13.9,25.8,7.5,51867,24922,15.2,20081,21529,7.2,16.2
Baker ,OR,24.7,19.4,5.2,41500,23234,18,16134,16059,-0.5,5.3
Benton ,OR,14.3,16.9,4.1,48604,26738,22.5,85579,86316,0.9,126.6
